distribution_channel,previous_cancellations,booking_changes,agent,company,days_in_waiting_list,reservation_status
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,2,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,2,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Canceled
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Canceled
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,3,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,2,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,3,29.0,0.0,87,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Canceled
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,0,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,3,29.0,0.0,87,Check-Out
TA/TO,0,2,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,1,29.0,0.0,87,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,6.0,0.0,0,Check-Out
TA/TO,0,0,6.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,No-Show
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,No-Show
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,No-Show
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,No-Show
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,No-Show
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Canceled
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Canceled
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,No-Show
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,3,37.0,0.0,0,Check-Out
TA/TO,0,4,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,2,37.0,0.0,0,Check-Out
TA/TO,0,1,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,37.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Canceled
TA/TO,0,0,6.0,0.0,0,Check-Out
TA/TO,0,0,6.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,4,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,3,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,2,1.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,1,9.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,27.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,10.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,No-Show
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,55.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
Direct,0,0,0.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,3.0,0.0,91,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,2,1.0,0.0,0,Check-Out
TA/TO,0,1,1.0,0.0,0,Check-Out
TA/TO,0,0,1.0,0.0,0,Canceled
TA/TO,0,0,1.0,0.0,0,Canceled
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,1,56.0,0.0,69,Check-Out
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,37.0,0.0,57,Canceled
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,1,56.0,0.0,69,Canceled
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,3,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,56.0,0.0,69,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,2,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Canceled
TA/TO,0,0,8.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,0,14.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,4,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,No-Show
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,4,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,3,9.0,0.0,0,Check-Out
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,0,14.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
Direct,0,1,14.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
Direct,0,2,14.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,3,8.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,8.0,0.0,0,Check-Out
TA/TO,0,1,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,9.0,0.0,0,Check-Out
TA/TO,0,0,9.0,0.0,0,Canceled
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,7.0,0.0,0,Check-Out
TA/TO,0,0,11.0,0.0,0,Check-Out
